Ticker,Company,Currency,Exchange,Industry,Env_Grade,Env_Level,Soc_Grade,Soc_Level,Gov_Grade,Gov_Level,Env_Score,Soc_Score,Gov_Score,Total_Score,Total_Grade,Total_Level,ESG_Impact_Score,ESG_Risk_Level,Env_Score_Norm,Soc_Score_Norm,Gov_Score_Norm,Total_Score_Norm,Industry_Avg_Score,ESG_Score_Deviation
cop,Conocophillips,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,AA,Excellent,A,High,BB,Medium,687.0,544.0,305.0,1536.0,A,High,512.0,Low Risk,0.9383429672447015,0.7573964497041421,0.5750000000000001,1.0,1142.2631578947369,393.7368421052631
coo,Cooper Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.27613412228796846,0.5625,0.5341880341880342,938.7647058823529,161.23529411764707
cof,Capital One Financial Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,508.0,309.0,320.0,1137.0,BBB,High,379.0,Low Risk,0.5934489402697496,0.2938856015779093,0.6125,0.5737179487179488,909.3333333333334,227.66666666666663
cnc,Centene Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,548.0,355.0,315.0,1218.0,A,High,406.0,Low Risk,0.6705202312138729,0.38461538461538464,0.6,0.6602564102564102,938.7647058823529,279.2352941176471
cnp,CenterPoint Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,B,Medium,550.0,320.0,260.0,1130.0,BBB,High,376.6666666666667,Low Risk,0.6743737957610789,0.3155818540433925,0.4625,0.5662393162393163,1190.6333333333334,-60.63333333333344
cms,CMS Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,BBB,High,AA,Excellent,C,Low,450.0,667.0,75.0,1192.0,BBB,High,397.3333333333333,Low Risk,0.4816955684007707,1.0,0.0,0.6324786324786326,1190.6333333333334,1.3666666666665606
cmi,Cummins Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,A,High,BB,Medium,BB,Medium,510.0,320.0,300.0,1130.0,BBB,High,376.6666666666667,Low Risk,0.5973025048169556,0.3155818540433925,0.5625,0.5662393162393163,1048.047619047619,81.95238095238096
cl,Colgate-Palmolive Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,BB,Medium,BB,Medium,520.0,310.0,310.0,1140.0,BBB,High,380.0,Low Risk,0.6165703275529866,0.2958579881656805,0.5875,0.576923076923077,945.55,194.45000000000005
mmm,3M Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Industrial Conglomerates,A,High,BB,Medium,BB,Medium,526.0,310.0,305.0,1141.0,BBB,High,380.3333333333333,Low Risk,0.628131021194605,0.2958579881656805,0.5750000000000001,0.577991452991453,1157.0,-16.0
cfg,Citizens Financial Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,B,Medium,B,Medium,B,Medium,230.0,215.0,205.0,650.0,B,Medium,216.66666666666666,High Risk,0.05780346820809246,0.10848126232741617,0.32499999999999996,0.05341880341880345,898.3103448275862,-248.31034482758616
cag,Conagra Brands Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,525.0,306.0,300.0,1131.0,BBB,High,377.0,Low Risk,0.6262042389210019,0.28796844181459574,0.5625,0.5673076923076924,1131.0714285714287,-0.07142857142866887
ci,Cigna Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,508.0,328.0,310.0,1146.0,BBB,High,382.0,Low Risk,0.5934489402697496,0.3313609467455622,0.5875,0.5833333333333334,938.7647058823529,207.23529411764707
cah,Cardinal Health Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,505.0,300.0,315.0,1120.0,BBB,High,373.3333333333333,Medium Risk,0.5876685934489403,0.27613412228796846,0.6,0.5555555555555557,938.7647058823529,181.23529411764707
ma,Mastercard Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,B,Medium,B,Medium,B,Medium,210.0,230.0,215.0,655.0,B,Medium,218.33333333333334,High Risk,0.019267822736030837,0.13806706114398426,0.35,0.058760683760683774,1031.3174603174602,-376.31746031746025
lw,Lamb Weston Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,BB,Medium,B,Medium,BB,Medium,345.0,256.0,300.0,901.0,BBB,High,300.3333333333333,Medium Risk,0.27938342967244695,0.18934911242603553,0.5625,0.32158119658119666,1131.0714285714287,-230.07142857142867
maa,Mid-America Apartment Communities Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,BB,Medium,B,Medium,B,Medium,315.0,261.0,210.0,786.0,BB,Medium,262.0,High Risk,0.2215799614643545,0.1992110453648916,0.3375,0.1987179487179488,995.9444444444445,-209.94444444444446
mlm,Martin Marietta Materials Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,A,High,BB,Medium,BB,Medium,573.0,313.0,300.0,1186.0,BBB,High,395.3333333333333,Low Risk,0.71868978805395,0.3017751479289941,0.5625,0.6260683760683762,1082.6666666666667,103.33333333333326
luv,Southwest Airlines Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Airlines,B,Medium,BB,Medium,B,Medium,295.0,314.0,218.0,827.0,BB,Medium,275.6666666666667,High Risk,0.18304431599229282,0.30374753451676534,0.35750000000000004,0.24252136752136755,838.7142857142857,-11.714285714285666
lnc,Lincoln National Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,AA,Excellent,BB,Medium,BB,Medium,700.0,300.0,300.0,1300.0,A,High,433.3333333333333,Low Risk,0.9633911368015415,0.27613412228796846,0.5625,0.747863247863248,1012.3703703703703,287.6296296296297
len,Lennar Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,BB,Medium,BB,Medium,B,Medium,363.0,344.0,220.0,927.0,BBB,High,309.0,Medium Risk,0.31406551059730253,0.3629191321499014,0.36250000000000004,0.34935897435897445,945.55,-18.549999999999955
pg,Procter & Gamble Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,BBB,High,BB,Medium,560.0,422.0,310.0,1292.0,A,High,430.6666666666667,Low Risk,0.6936416184971099,0.5167652859960552,0.5875,0.7393162393162395,945.55,346.45000000000005
ogn,Organon & Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,515.0,335.0,305.0,1155.0,BBB,High,385.0,Low Risk,0.6069364161849711,0.3451676528599606,0.5750000000000001,0.592948717948718,903.6666666666666,251.33333333333337
oxy,Occidental Petroleum Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,505.0,302.0,300.0,1107.0,BBB,High,369.0,Medium Risk,0.5876685934489403,0.2800788954635109,0.5625,0.5416666666666666,1142.2631578947369,-35.26315789473688
dell,Dell Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,B,Medium,500.0,318.0,275.0,1093.0,BBB,High,364.3333333333333,Medium Risk,0.5780346820809248,0.3116370808678501,0.5,0.5267094017094017,1031.3174603174602,61.682539682539755
payc,Paycom Software Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,BBB,High,BB,Medium,BB,Medium,470.0,305.0,315.0,1090.0,BBB,High,363.3333333333333,Medium Risk,0.5202312138728324,0.28599605522682453,0.6,0.5235042735042735,1031.3174603174602,58.682539682539755
peg,Public Service Enterprise Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,B,Medium,500.0,300.0,205.0,1005.0,BBB,High,335.0,Medium Risk,0.5780346820809248,0.27613412228796846,0.32499999999999996,0.4326923076923078,1190.6333333333334,-185.63333333333344
oke,ONEOK Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,581.0,326.0,355.0,1262.0,A,High,420.6666666666667,Low Risk,0.7341040462427746,0.3274161735700198,0.7000000000000001,0.7072649572649573,1142.2631578947369,119.73684210526312
nrg,NRG Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,BB,Medium,BB,Medium,B,Medium,371.0,327.0,218.0,916.0,BBB,High,305.3333333333333,Medium Risk,0.3294797687861271,0.329388560157791,0.35750000000000004,0.33760683760683763,1190.6333333333334,-274.63333333333344
l,Loews Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,505.0,303.0,313.0,1121.0,BBB,High,373.6666666666667,Low Risk,0.5876685934489403,0.2820512820512821,0.595,0.5566239316239318,1012.3703703703703,108.62962962962968
omc,Omnicom Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,A,High,BB,Medium,BB,Medium,543.0,333.0,305.0,1181.0,BBB,High,393.6666666666667,Low Risk,0.6608863198458574,0.34122287968441817,0.5750000000000001,0.6207264957264959,935.2608695652174,245.73913043478262
orcl,Oracle Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,B,Medium,500.0,300.0,200.0,1000.0,BBB,High,333.3333333333333,Medium Risk,0.5780346820809248,0.27613412228796846,0.3125,0.4273504273504275,1031.3174603174602,-31.317460317460245
o,Realty Income Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.27613412228796846,0.5625,0.5341880341880342,995.9444444444445,104.05555555555554
dpz,Domino's Pizza Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,205.0,205.0,200.0,610.0,B,Medium,203.33333333333334,High Risk,0.009633911368015391,0.08875739644970415,0.3125,0.010683760683760646,918.8636363636364,-308.8636363636364
t,AT&T Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Telecommunication,B,Medium,B,Medium,BB,Medium,210.0,200.0,305.0,715.0,B,Medium,238.33333333333334,High Risk,0.019267822736030837,0.07889546351084814,0.5750000000000001,0.12286324786324787,928.3333333333334,-213.33333333333337
unp,Union Pacific Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Road and Rail,B,Medium,B,Medium,B,Medium,290.0,257.0,245.0,792.0,BB,Medium,264.0,High Risk,0.17341040462427743,0.19132149901380674,0.42500000000000004,0.20512820512820518,1076.3333333333333,-284.33333333333326
nem,Newmont Corporation,USD,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,AA,Excellent,BB,Medium,BB,Medium,675.0,389.0,355.0,1419.0,A,High,473.0,Low Risk,0.9152215799614645,0.45167652859960555,0.7000000000000001,0.8750000000000001,1028.3333333333333,390.66666666666674
fdx,FedEx Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Logistics and Transportation,BB,Medium,B,Medium,B,Medium,335.0,278.0,255.0,868.0,BB,Medium,289.3333333333333,Medium Risk,0.26011560693641617,0.232741617357002,0.45000000000000007,0.2863247863247864,1025.1666666666667,-157.16666666666674
nke,Nike Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,B,Medium,B,Medium,B,Medium,205.0,275.0,200.0,680.0,B,Medium,226.66666666666666,High Risk,0.009633911368015391,0.22682445759368836,0.3125,0.0854700854700855,944.4444444444445,-264.44444444444446
f,Ford Motor Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Automobiles,B,Medium,B,Medium,B,Medium,292.0,246.0,215.0,753.0,BB,Medium,251.0,High Risk,0.17726396917148363,0.1696252465483235,0.35,0.16346153846153844,859.25,-106.25
lmt,Lockheed Martin Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BB,Medium,510.0,324.0,320.0,1154.0,BBB,High,384.6666666666667,Low Risk,0.5973025048169556,0.32347140039447736,0.6125,0.5918803418803419,1089.7,64.29999999999995
rsg,Republic Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Commercial Services and Supplies,B,Medium,B,Medium,B,Medium,293.0,235.0,216.0,744.0,B,Medium,248.0,High Risk,0.17919075144508673,0.14792899408284027,0.35250000000000004,0.15384615384615385,995.8571428571429,-251.8571428571429
enph,Enphase Energy Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,565.0,316.0,300.0,1181.0,BBB,High,393.6666666666667,Low Risk,0.7032755298651252,0.30769230769230776,0.5625,0.6207264957264959,1030.5833333333333,150.41666666666674
exc,Exelon Corp,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,AA,Excellent,BBB,High,BB,Medium,694.0,403.0,316.0,1413.0,A,High,471.0,Low Risk,0.9518304431599229,0.4792899408284024,0.6025,0.8685897435897437,1190.6333333333334,222.36666666666656
expd,Expeditors International of Washington Inc,USD,NASDAQ NMS - GLOBAL MARKET,Logistics and Transportation,A,High,BB,Medium,BB,Medium,510.0,302.0,300.0,1112.0,BBB,High,370.6666666666667,Medium Risk,0.5973025048169556,0.2800788954635109,0.5625,0.5470085470085472,1025.1666666666667,86.83333333333326
expe,Expedia Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,B,Medium,B,Medium,BB,Medium,225.0,242.0,305.0,772.0,BB,Medium,257.3333333333333,High Risk,0.048169556840077066,0.1617357001972387,0.5750000000000001,0.18376068376068377,918.8636363636364,-146.86363636363637
fast,Fastenal Co,USD,NASDAQ NMS - GLOBAL MARKET,Trading Companies and Distributors,B,Medium,BB,Medium,B,Medium,230.0,302.0,200.0,732.0,B,Medium,244.0,High Risk,0.05780346820809246,0.2800788954635109,0.3125,0.14102564102564108,885.2,-153.20000000000005
ffiv,F5 Inc,USD,NASDAQ NMS - GLOBAL MARKET,Communications,B,Medium,B,Medium,B,Medium,200.0,221.0,215.0,636.0,B,Medium,212.0,High Risk,0.0,0.1203155818540434,0.35,0.038461538461538436,938.2222222222222,-302.2222222222222
fisv,Fiserv Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,BB,Medium,BB,Medium,BB,Medium,395.0,302.0,310.0,1007.0,BBB,High,335.6666666666667,Medium Risk,0.3757225433526012,0.2800788954635109,0.5875,0.43482905982905995,1031.3174603174602,-24.317460317460245
eqix,Equinix Inc,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,A,High,BB,Medium,BB,Medium,515.0,323.0,315.0,1153.0,BBB,High,384.3333333333333,Low Risk,0.6069364161849711,0.32149901380670615,0.6,0.5908119658119658,995.9444444444445,157.05555555555554
ftnt,Fortinet Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,500.0,306.0,305.0,1111.0,BBB,High,370.3333333333333,Medium Risk,0.5780346820809248,0.28796844181459574,0.5750000000000001,0.5459401709401711,1031.3174603174602,79.68253968253975
etsy,ETSY Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,B,Medium,B,Medium,B,Medium,235.0,241.0,235.0,711.0,B,Medium,237.0,High Risk,0.0674373795761079,0.1597633136094675,0.4,0.11858974358974361,918.5769230769231,-207.5769230769231
ben,Franklin Resources Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,BB,Medium,BB,Medium,BB,Medium,321.0,349.0,310.0,980.0,BBB,High,326.6666666666667,Medium Risk,0.23314065510597298,0.37278106508875747,0.5875,0.405982905982906,909.3333333333334,70.66666666666663
dlr,Digital Realty Trust Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,540.0,317.0,300.0,1157.0,BBB,High,385.6666666666667,Low Risk,0.6551059730250481,0.309664694280079,0.5625,0.5950854700854701,995.9444444444445,161.05555555555554
dhr,Danaher Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,A,High,BB,Medium,BB,Medium,530.0,344.0,385.0,1259.0,A,High,419.6666666666667,Low Risk,0.6358381502890174,0.3629191321499014,0.775,0.7040598290598291,993.125,265.875
efx,Equifax Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,BB,Medium,BB,Medium,BB,Medium,390.0,300.0,305.0,995.0,BBB,High,331.6666666666667,Medium Risk,0.3660886319845857,0.27613412228796846,0.5750000000000001,0.42200854700854695,1047.857142857143,-52.85714285714289
el,Estee Lauder Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.27613412228796846,0.5625,0.5341880341880342,945.55,154.45000000000005
emn,Eastman Chemical Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,583.0,365.0,310.0,1258.0,A,High,419.3333333333333,Low Risk,0.7379576107899808,0.40433925049309666,0.5875,0.702991452991453,1058.8947368421052,199.1052631578948
emr,Emerson Electric Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,AA,Excellent,BB,Medium,BB,Medium,605.0,323.0,315.0,1243.0,A,High,414.3333333333333,Low Risk,0.7803468208092486,0.32149901380670615,0.6,0.6869658119658121,933.0,310.0
eog,EOG Resources Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,B,Medium,B,Medium,550.0,252.0,240.0,1042.0,BBB,High,347.3333333333333,Medium Risk,0.6743737957610789,0.18145956607495073,0.4125,0.4722222222222222,1142.2631578947369,-100.26315789473688
eqr,Equity Residential,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,B,Medium,B,Medium,235.0,208.0,210.0,653.0,B,Medium,217.66666666666666,High Risk,0.0674373795761079,0.09467455621301779,0.3375,0.056623931623931645,995.9444444444445,-342.94444444444446
es,Eversource Energy,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BBB,High,BB,Medium,576.0,409.0,310.0,1295.0,A,High,431.6666666666667,Low Risk,0.7244701348747591,0.4911242603550296,0.5875,0.7425213675213677,1190.6333333333334,104.36666666666656
ess,Essex Property Trust Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,BB,Medium,BB,Medium,B,Medium,377.0,304.0,210.0,891.0,BB,Medium,297.0,Medium Risk,0.3410404624277456,0.2840236686390533,0.3375,0.3108974358974359,995.9444444444445,-104.94444444444446
fitb,Fifth Third Bancorp,USD,NASDAQ NMS - GLOBAL MARKET,Banking,BB,Medium,BB,Medium,B,Medium,313.0,300.0,215.0,828.0,BB,Medium,276.0,High Risk,0.2177263969171483,0.27613412228796846,0.35,0.2435897435897436,898.3103448275862,-70.31034482758616
etr,Entergy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BB,Medium,BB,Medium,653.0,380.0,310.0,1343.0,A,High,447.6666666666667,Low Risk,0.8728323699421965,0.43392504930966475,0.5875,0.793803418803419,1190.6333333333334,152.36666666666656
exr,Extra Space Storage Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,B,Medium,B,Medium,572.0,289.0,225.0,1086.0,BBB,High,362.0,Medium Risk,0.7167630057803469,0.25443786982248523,0.375,0.5192307692307693,995.9444444444445,90.05555555555554
ew,Edwards Lifesciences Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,B,Medium,BB,Medium,BB,Medium,290.0,333.0,305.0,928.0,BBB,High,309.3333333333333,Medium Risk,0.17341040462427743,0.34122287968441817,0.5750000000000001,0.3504273504273505,938.7647058823529,-10.764705882352928
foxa,Fox Corp,USD,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,BB,Medium,BB,Medium,295.0,330.0,315.0,940.0,BBB,High,313.3333333333333,Medium Risk,0.18304431599229282,0.33530571992110453,0.6,0.3632478632478634,935.2608695652174,4.7391304347826235
fcx,Freeport-McMoRan Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,AA,Excellent,BB,Medium,BB,Medium,608.0,313.0,305.0,1226.0,A,High,408.6666666666667,Low Risk,0.7861271676300579,0.3017751479289941,0.5750000000000001,0.668803418803419,1028.3333333333333,197.66666666666674
fe,FirstEnergy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,510.0,304.0,300.0,1114.0,BBB,High,371.3333333333333,Medium Risk,0.5973025048169556,0.2840236686390533,0.5625,0.5491452991452993,1190.6333333333334,-76.63333333333344
flt,Fleetcor Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,BBB,High,BB,Medium,BB,Medium,410.0,302.0,300.0,1012.0,BBB,High,337.3333333333333,Medium Risk,0.40462427745664736,0.2800788954635109,0.5625,0.4401709401709403,1031.3174603174602,-19.317460317460245
fis,Fidelity National Information Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,B,Medium,BB,Medium,530.0,298.0,310.0,1138.0,BBB,High,379.3333333333333,Low Risk,0.6358381502890174,0.27218934911242604,0.5875,0.5747863247863249,1031.3174603174602,106.68253968253975
frc,First Republic Bank,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,BB,Medium,BB,Medium,B,Medium,370.0,331.0,288.0,989.0,BBB,High,329.6666666666667,Medium Risk,0.327552986512524,0.33727810650887574,0.5325,0.41559829059829057,898.3103448275862,90.68965517241384
fmc,FMC Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,510.0,307.0,315.0,1132.0,BBB,High,377.3333333333333,Low Risk,0.5973025048169556,0.28994082840236685,0.6,0.5683760683760685,1058.8947368421052,73.1052631578948
frt,Federal Realty Investment Trust,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,525.0,302.0,300.0,1127.0,BBB,High,375.6666666666667,Low Risk,0.6262042389210019,0.2800788954635109,0.5625,0.5630341880341881,995.9444444444445,131.05555555555554
ftv,Fortive Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,A,High,BB,Medium,BB,Medium,540.0,326.0,305.0,1171.0,BBB,High,390.3333333333333,Low Risk,0.6551059730250481,0.3274161735700198,0.5750000000000001,0.6100427350427352,1048.047619047619,122.95238095238096
gps,Gap Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,A,High,BB,Medium,BB,Medium,515.0,349.0,300.0,1164.0,BBB,High,388.0,Low Risk,0.6069364161849711,0.37278106508875747,0.5625,0.6025641025641025,918.5769230769231,245.4230769230769
grmn,Garmin Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,B,Medium,B,Medium,B,Medium,205.0,242.0,200.0,647.0,B,Medium,215.66666666666666,High Risk,0.009633911368015391,0.1617357001972387,0.3125,0.05021367521367526,945.55,-298.54999999999995
it,Gartner Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,500.0,316.0,315.0,1131.0,BBB,High,377.0,Low Risk,0.5780346820809248,0.30769230769230776,0.6,0.5673076923076924,1031.3174603174602,99.68253968253975
lly,Eli Lilly and Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,510.0,360.0,310.0,1180.0,BBB,High,393.3333333333333,Low Risk,0.5973025048169556,0.3944773175542407,0.5875,0.6196581196581198,903.6666666666666,276.33333333333337
re,Everest Re Group Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,B,Medium,BB,Medium,505.0,276.0,305.0,1086.0,BBB,High,362.0,Medium Risk,0.5876685934489403,0.22879684418145957,0.5750000000000001,0.5192307692307693,1012.3703703703703,73.62962962962968
